tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
179,cust99,True,Sun Jul 30 01:35:20 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #297816",180,
180,GadgetCoSupport,False,Mon Jun 12 17:13:13 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,179
181,cust10,True,Fri Sep 15 21:29:16 +0000 2023,why was I charged $68 more than the listed price on #504832,182,
182,GadgetCoSupport,False,Mon Jun 19 03:39:14 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,181
183,cust4,True,Sat Jul 29 23:50:23 +0000 2023,is there a student discount available,184,
184,GadgetCoSupport,False,Tue Mar 21 02:43:27 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,183
185,cust167,True,Sun Jun 18 19:25:42 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #455007",186,
186,GadgetCoSupport,False,Fri Jul 14 11:31:45 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,185
187,cust61,True,Thu Apr 27 03:17:26 +0000 2023,"two factor code never arrives, can't get into my account",188,
188,GadgetCoSupport,False,Fri Aug 11 03:35:03 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,187
189,cust8,True,Fri Jun 16 02:02:35 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,190,
190,GadgetCoSupport,False,Wed May 31 13:03:04 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,189
191,cust145,True,Wed Mar 29 06:22:26 +0000 2023,"still waiting on my refund for order #356059, it's been 18 days",192,
192,GadgetCoSupport,False,Fri Feb 10 22:11:27 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,191
193,cust60,True,Thu May 11 16:43:56 +0000 2023,what are your store hours on weekends @GadgetCoSupport,194,
194,GadgetCoSupport,False,Thu May 11 00:20:31 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,193
195,cust19,True,Mon Jun 26 21:23:34 +0000 2023,is there a student discount available,196,
196,GadgetCoSupport,False,Sat Jun 03 23:15:46 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,195
197,cust99,True,Fri Feb 24 08:38:11 +0000 2023,"shoutout to @GadgetCoSupport support team, really appreciated the help today",198,
198,GadgetCoSupport,False,Sat Jul 15 20:49:23 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,197
199,cust169,True,Sun May 21 00:17:41 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #833247,200,
200,GadgetCoSupport,False,Tue Oct 17 01:47:08 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,199
201,cust156,True,Sun Apr 23 23:10:42 +0000 2023,is there a student discount available,202,
202,GadgetCoSupport,False,Sat Apr 08 22:36:21 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,201
203,cust80,True,Wed Jan 18 21:06:05 +0000 2023,"still waiting on my refund for order #758765, it's been 5 days",204,
204,GadgetCoSupport,False,Thu Jul 06 04:47:04 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,203
205,cust52,True,Wed Oct 04 13:19:13 +0000 2023,"package for order #442589 arrived completely smashed, box was crushed",206,
206,GadgetCoSupport,False,Fri Sep 29 18:16:11 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,205
207,cust192,True,Tue Feb 28 17:03:05 +0000 2023,what are your store hours on weekends @GadgetCoSupport,208,
208,GadgetCoSupport,False,Wed Feb 08 05:07:29 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,207
209,cust94,True,Sat Jul 22 00:30:24 +0000 2023,what are your store hours on weekends @GadgetCoSupport,210,
210,GadgetCoSupport,False,Tue May 16 19:32:09 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,209
211,cust98,True,Sat Feb 25 08:30:47 +0000 2023,"package for order #805511 arrived completely smashed, box was crushed",212,
